customer_id,customer_name,company_name,account_type,customer_segment,industry,region,subscription_type,customer_tenure_months,monthly_contract_value,account_manager,account_created_date
ACC-06203,Barbara Brown,Valley Industries,Business,Corporate,Retail,Otago,Free,17,539.9,Mike Patterson,2023-05-24
ACC-06205,William Garcia,Island Ltd,Business,Corporate,Education,Waikato,Basic,57,83.43,Unassigned,2020-03-06
ACC-06206,Charles Anderson,Alpha Tech,Business,Small Business,Agriculture,Auckland,Free,8,265.53,Rob Thompson,2023-10-30
ACC-06208,Patricia Smith,Apex Solutions,Business,Small Business,Professional Services,Northland,Premium,18,264.35,Sarah Chen,2023-10-10
ACC-06209,Charles Smith,Unknown,Residential,Corporate,Unknown,Southland,Enterprise,42,283.12,Rob Thompson,2018-05-26
ACC-06211,Elizabeth Garcia,Unknown,Residential,Individual,Unknown,Hawke's Bay,Basic,17,37.04,Unassigned,2020-01-07
ACC-06213,John Jones,Highland Plumbing,Business,Small Business,Education,Waikato,Free,6,0.0,Unassigned,2018-08-30
ACC-06215,Charles Brown,Metro Medical,Business,Corporate,Construction,Canterbury,Premium,14,263.05,Lisa Hartley,2019-04-16
ACC-06216,John Moore,Unknown,Residential,Individual,Unknown,Canterbury,Basic,41,49.58,Unassigned,2022-12-15
ACC-06217,Susan Thomas,Harbour Tech,Business,Corporate,Healthcare,Canterbury,Premium,23,201.4,Lisa Hartley,2019-11-04
ACC-06218,John Thomas,Gateway Plumbing,Business,Individual,Hospitality,Canterbury,Enterprise,14,533.44,Sarah Chen,2019-01-09
ACC-06219,David Williams,Pacific Holdings,Business,Small Business,Education,Waikato,Basic,23,90.48,Unassigned,2019-05-02
ACC-06221,Elizabeth Gonzalez,Unknown,Residential,Corporate,Unknown,Canterbury,Free,18,0.0,Unassigned,2022-03-10
ACC-06222,Linda Moore,Frontier Industries,Business,Corporate,Professional Services,Canterbury,Premium,34,270.99,Mike Patterson,2018-06-24
ACC-06225,Elizabeth Williams,Pioneer Logistics,Business,Corporate,Construction,Auckland,Enterprise,36,510.04,Mike Patterson,2020-10-26
ACC-06226,Jessica Martin,Northern Dental,Business,Corporate,Trades,Northland,Basic,47,59.62,Unassigned,2023-02-01
ACC-06228,David Lopez,Apex Transport,Business,Individual,Trades,Auckland,Basic,59,10.96,Unassigned,2019-08-29
ACC-06229,Thomas Anderson,Metro Tech,Business,Corporate,Retail,Manawatu-Whanganui,Enterprise,2,512.16,Sarah Chen,2018-11-01
ACC-06231,Elizabeth Jackson,Gateway Partners,Business,Small Business,Manufacturing,Auckland,Enterprise,15,878.05,Sarah Chen,2023-10-19
ACC-06232,Karen Taylor,Unknown,Residential,Individual,Unknown,Canterbury,Basic,2,0.0,Unassigned,2020-07-15
ACC-06234,Richard Martinez,Unknown,Residential,Individual,Unknown,Otago,Free,42,0.0,Unassigned,2019-03-19
ACC-06235,Barbara Anderson,Kiwi Partners,Business,Corporate,Healthcare,Canterbury,Free,14,0.0,Unassigned,2023-03-20
ACC-06236,James Johnson,Ridge Ltd,Business,Corporate,Education,Manawatu-Whanganui,Premium,29,292.46,Mike Patterson,2022-04-07
ACC-06238,Elizabeth Moore,Unknown,Residential,Small Business,Unknown,Canterbury,Free,8,0.0,Unassigned,2018-11-14
ACC-06239,Elizabeth Miller,Unknown,Residential,Small Business,Unknown,Otago,Enterprise,10,349.4,Sarah Chen,2020-12-26
ACC-06240,Jennifer Martin,Unknown,Residential,Small Business,Unknown,Waikato,Basic,60,43.37,Unassigned,2018-07-18
ACC-06241,Barbara Martin,Peak Industries,Business,Corporate,Manufacturing,Canterbury,Free,3,179.97,Unassigned,2019-02-19
ACC-06243,Joseph Anderson,Alpha Legal,Business,Small Business,Technology,Wellington,Enterprise,44,537.51,Rob Thompson,2018-09-01
ACC-06244,David Taylor,Unknown,Residential,Corporate,Unknown,Waikato,Enterprise,31,362.71,Lisa Hartley,2021-05-27
ACC-06245,Mary Martin,Pacific Construction,Business,Small Business,Retail,Southland,Basic,57,0.0,Unassigned,2022-11-15
ACC-06248,Joseph Martin,Sterling Systems,Business,Corporate,Trades,Waikato,Free,9,0.0,Unassigned,2020-12-21
ACC-06249,David Garcia,Unknown,Residential,Corporate,Unknown,Waikato,Enterprise,1,348.01,Rob Thompson,2022-03-03
ACC-06250,John Thomas,Sterling Transport,Business,Corporate,Hospitality,Auckland,Premium,25,234.65,Rob Thompson,2021-04-09
ACC-06251,Jennifer Martinez,Island Medical,Business,Corporate,Hospitality,Canterbury,Basic,34,94.07,Unassigned,2023-07-13
ACC-06252,Michael Hernandez,Highland Legal,Business,Corporate,Professional Services,Canterbury,Basic,48,113.5,Mike Patterson,2018-03-01
ACC-06254,John Miller,Metro Partners,Business,Corporate,Retail,Auckland,Enterprise,28,174.48,Unassigned,2020-08-04
ACC-06256,Mary Garcia,Pacific Ltd,Business,Corporate,Retail,Hawke's Bay,Free,45,0.0,Unassigned,2020-10-28
ACC-06257,Charles Hernandez,Sterling Partners,Business,Individual,Construction,Otago,Basic,8,190.0,Unassigned,2023-04-05
ACC-06258,Jennifer Rodriguez,Unknown,Residential,Corporate,Unknown,Auckland,Basic,22,44.37,Unassigned,2023-11-17
ACC-06259,David Davis,Gateway Transport,Business,Corporate,Transport & Logistics,Otago,Free,35,0.0,Unassigned,2021-08-07
ACC-06260,Jessica Gonzalez,Alpha Consulting,Business,Corporate,Trades,Wellington,Free,54,0.0,Unassigned,2022-06-06
ACC-06261,Joseph Jackson,Gateway Engineering,Business,Small Business,Construction,Otago,Free,18,0.0,Unassigned,2023-10-09
ACC-06262,Barbara Gonzalez,Northern Systems,Business,Corporate,Hospitality,Waikato,Basic,8,701.54,Lisa Hartley,2020-08-21
ACC-06263,James Garcia,Unknown,Residential,Individual,Unknown,Nelson-Marlborough,Enterprise,54,288.11,Mike Patterson,2023-06-07
ACC-06264,Susan Taylor,Northern Ltd,Business,Corporate,Trades,Wellington,Basic,33,516.43,Mike Patterson,2022-04-24
ACC-06265,Jessica Brown,Unknown,Residential,Small Business,Unknown,Wellington,Free,5,0.0,Unassigned,2019-01-31
ACC-06267,Robert Johnson,Unknown,Residential,Individual,Unknown,Bay of Plenty,Premium,56,44.97,Unassigned,2020-02-04
ACC-06270,Charles Miller,Summit Medical,Business,Individual,Retail,Wellington,Free,28,0.0,Unassigned,2020-06-17
ACC-06272,Charles Taylor,Unknown,Residential,Small Business,Unknown,Auckland,Basic,11,39.14,Unassigned,2020-01-12
ACC-06274,Elizabeth Hernandez,Unknown,Residential,Corporate,Unknown,Taranaki,Basic,8,42.72,Unassigned,2023-03-17
ACC-06275,Jessica Johnson,Apex Industries,Business,Corporate,Professional Services,Bay of Plenty,Basic,51,536.27,Mike Patterson,2018-03-24
ACC-06276,Jessica Wilson,Gateway Construction,Business,Corporate,Transport & Logistics,Canterbury,Premium,4,97.4,Unassigned,2019-01-07
ACC-06278,Charles Jackson,Pacific Plumbing,Business,Corporate,Trades,Hawke's Bay,Basic,23,68.18,Unassigned,2019-12-09
ACC-06279,John Davis,Ridge Legal,Business,Corporate,Manufacturing,Otago,Basic,44,65.58,Unassigned,2023-07-12
ACC-06282,Jessica Miller,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,12,343.72,Mike Patterson,2019-05-30
ACC-06283,John Rodriguez,Ridge Holdings,Business,Corporate,Healthcare,Auckland,Basic,39,75.52,Unassigned,2020-03-09
ACC-06284,Joseph Garcia,Unknown,Residential,Individual,Unknown,Bay of Plenty,Premium,5,0.0,Unassigned,2018-09-13
ACC-06286,Barbara Williams,Summit Plumbing,Business,Corporate,Construction,Auckland,Premium,47,249.37,Rob Thompson,2019-02-16
ACC-06287,David Moore,Unknown,Residential,Corporate,Unknown,Waikato,Premium,9,36.63,Unassigned,2021-11-28
ACC-06288,David Williams,Ridge Medical,Business,Corporate,Manufacturing,Auckland,Enterprise,26,789.01,Mike Patterson,2019-10-14
ACC-06289,Barbara Williams,Alpha Legal,Business,Individual,Professional Services,Waikato,Enterprise,11,844.02,Mike Patterson,2023-11-21
ACC-06291,Michael Garcia,Pioneer Tech,Business,Corporate,Technology,Auckland,Basic,5,81.06,Unassigned,2020-08-23
ACC-06293,Richard Moore,Unknown,Residential,Corporate,Unknown,Auckland,Free,7,47.56,Unassigned,2021-07-02
ACC-06295,Elizabeth Davis,Unknown,Residential,Individual,Unknown,Wellington,Premium,12,130.45,Unassigned,2019-01-16
ACC-06296,Charles Jackson,Apex Logistics,Business,Small Business,Healthcare,Bay of Plenty,Enterprise,1,316.44,Rob Thompson,2020-04-06
ACC-06297,Patricia Brown,Gateway Services,Business,Corporate,Trades,Taranaki,Enterprise,9,766.58,Sarah Chen,2022-07-13
ACC-06298,Joseph Jones,Frontier Tech,Business,Corporate,Hospitality,Auckland,Basic,31,71.88,Unassigned,2020-08-15
ACC-06299,Jennifer Miller,Peak Enterprises,Business,Corporate,Construction,Otago,Premium,7,154.6,Unassigned,2018-04-25
ACC-06300,Joseph Moore,Unknown,Residential,Corporate,Unknown,Waikato,Enterprise,24,256.6,Mike Patterson,2020-08-28
ACC-06301,Charles Williams,Unknown,Residential,Individual,Unknown,Canterbury,Basic,5,337.89,Lisa Hartley,2020-04-16
ACC-06302,Charles Taylor,Island Partners,Business,Corporate,Agriculture,Canterbury,Enterprise,36,775.59,Rob Thompson,2022-11-09
ACC-06304,Joseph Jackson,Highland Logistics,Business,Corporate,Agriculture,Auckland,Enterprise,38,524.41,Mike Patterson,2020-07-22
ACC-06306,John Martin,Gateway Construction,Business,Corporate,Technology,Canterbury,Enterprise,33,667.85,Mike Patterson,2020-03-02
ACC-06307,Joseph Johnson,Alpha Consulting,Business,Small Business,Construction,Wellington,Basic,26,407.04,Rob Thompson,2021-02-23
ACC-06309,John Wilson,Pioneer Enterprises,Business,Corporate,Trades,Canterbury,Free,26,0.0,Unassigned,2023-08-22
ACC-06310,Charles Jones,Sterling Medical,Business,Small Business,Trades,Waikato,Premium,5,282.56,Rob Thompson,2021-12-25
ACC-06311,Karen Hernandez,Northern Enterprises,Business,Corporate,Retail,Auckland,Enterprise,31,660.69,Mike Patterson,2019-06-08
ACC-06313,James Moore,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,3,316.52,Rob Thompson,2022-10-22
ACC-06315,John Thomas,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,21,380.17,Mike Patterson,2020-07-12
ACC-06316,Elizabeth Miller,Northern Transport,Business,Small Business,Manufacturing,Auckland,Premium,37,687.92,Rob Thompson,2022-05-08
ACC-06318,Charles Rodriguez,Pacific Tech,Business,Individual,Transport & Logistics,Wellington,Basic,12,68.64,Unassigned,2023-01-04
ACC-06319,Richard Hernandez,Highland Construction,Business,Corporate,Trades,Canterbury,Basic,31,86.92,Unassigned,2018-06-14
ACC-06321,James Martinez,Harbour Engineering,Business,Corporate,Construction,Auckland,Basic,27,482.47,Lisa Hartley,2022-04-08
ACC-06322,Mary Taylor,Alpha Dental,Business,Individual,Hospitality,Waikato,Basic,60,87.25,Unassigned,2019-04-16
ACC-06327,David Rodriguez,Unknown,Residential,Corporate,Unknown,Auckland,Enterprise,9,0.0,Unassigned,2021-09-28
ACC-06328,Charles Martin,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,21,343.22,Lisa Hartley,2018-05-13
ACC-06329,David Jones,Unknown,Residential,Small Business,Unknown,Canterbury,Free,14,0.0,Unassigned,2023-06-19
ACC-06332,Barbara Smith,Pioneer Consulting,Business,Corporate,Education,Manawatu-Whanganui,Free,8,0.0,Unassigned,2023-05-28
ACC-06334,Joseph Garcia,Unknown,Residential,Individual,Unknown,Canterbury,Basic,12,55.26,Unassigned,2020-06-20
ACC-06336,Mary Williams,Unknown,Residential,Individual,Unknown,Canterbury,Free,53,0.0,Unassigned,2018-01-09
ACC-06338,Patricia Martinez,Unknown,Residential,Small Business,Unknown,Auckland,Free,52,0.0,Unassigned,2020-01-28
ACC-06339,John Garcia,Summit Group,Business,Corporate,Healthcare,Auckland,Enterprise,16,194.35,Unassigned,2019-08-29
ACC-06342,James Thomas,Valley Logistics,Business,Corporate,Retail,Waikato,Free,5,328.79,Lisa Hartley,2018-09-15
ACC-06343,David Wilson,Summit Tech,Business,Corporate,Trades,Otago,Basic,49,87.2,Unassigned,2022-11-27
ACC-06344,David Garcia,Coastal Engineering,Business,Corporate,Hospitality,Wellington,Basic,8,244.66,Sarah Chen,2020-10-02
ACC-06345,Robert Moore,Valley Tech,Business,Corporate,Retail,Bay of Plenty,Enterprise,2,486.42,Sarah Chen,2019-05-20
ACC-06347,Richard Miller,Unknown,Residential,Individual,Unknown,Otago,Enterprise,45,390.49,Mike Patterson,2023-07-07
ACC-06348,David Thomas,Frontier Transport,Business,Individual,Retail,Canterbury,Premium,22,98.46,Unassigned,2020-06-23
ACC-06349,Susan Miller,Pacific Dental,Business,Corporate,Hospitality,Auckland,Premium,21,248.2,Rob Thompson,2021-10-07
ACC-06350,Joseph Williams,Unknown,Residential,Individual,Unknown,Auckland,Free,48,0.0,Unassigned,2020-05-02
ACC-06354,Richard Davis,Unknown,Residential,Corporate,Unknown,Canterbury,Enterprise,26,0.0,Unassigned,2018-06-18
ACC-06355,Charles Hernandez,Island Logistics,Business,Small Business,Retail,Auckland,Enterprise,60,314.6,Mike Patterson,2022-03-14
ACC-06356,Patricia Hernandez,Unknown,Residential,Individual,Unknown,Otago,Basic,6,165.68,Unassigned,2022-02-05
ACC-06357,John Martin,Sterling Partners,Business,Corporate,Construction,Otago,Enterprise,5,777.74,Mike Patterson,2019-06-29
ACC-06358,Michael Lopez,Peak Plumbing,Business,Corporate,Healthcare,Wellington,Enterprise,42,846.9,Rob Thompson,2021-09-10
ACC-06359,Barbara Martin,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,4,0.0,Unassigned,2018-04-14
ACC-06360,Joseph Davis,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,1,353.42,Mike Patterson,2021-07-20
ACC-06363,Barbara Moore,Metro Plumbing,Business,Small Business,Construction,Canterbury,Basic,9,77.72,Unassigned,2022-10-03
ACC-06364,James Moore,Frontier Plumbing,Business,Corporate,Trades,Wellington,Free,13,0.0,Unassigned,2020-08-04
ACC-06366,Barbara Garcia,Central Legal,Business,Corporate,Education,Otago,Basic,16,838.09,Rob Thompson,2019-05-17
ACC-06368,Joseph Gonzalez,Unknown,Residential,Individual,Unknown,Canterbury,Free,11,117.06,Unassigned,2022-07-18
ACC-06369,Linda Martinez,Unknown,Residential,Individual,Unknown,Canterbury,Free,9,0.0,Unassigned,2018-08-07
ACC-06370,Karen Anderson,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,22,435.55,Sarah Chen,2023-07-06
ACC-06371,Sarah Martin,Northern Services,Business,Corporate,Trades,Wellington,Enterprise,4,390.34,Mike Patterson,2018-08-25
ACC-06373,Joseph Williams,Unknown,Residential,Corporate,Unknown,Otago,Basic,4,426.92,Rob Thompson,2018-04-21
ACC-06374,David Jones,Sterling Medical,Business,Corporate,Education,Hawke's Bay,Premium,3,705.62,Lisa Hartley,2022-05-31
ACC-06375,Barbara Garcia,Unknown,Residential,Individual,Unknown,Canterbury,Free,49,156.18,Unassigned,2021-06-25
ACC-06376,William Jackson,Gateway Electrical,Business,Corporate,Construction,Otago,Enterprise,55,838.72,Lisa Hartley,2022-04-28
ACC-06377,Mary Lopez,Unknown,Residential,Corporate,Unknown,Auckland,Basic,16,298.03,Lisa Hartley,2020-12-31
ACC-06378,Jennifer Johnson,Unknown,Residential,Small Business,Unknown,Canterbury,Basic,13,105.68,Unassigned,2019-04-06
ACC-06379,David Taylor,Northern Systems,Business,Individual,Professional Services,Manawatu-Whanganui,Premium,17,314.0,Sarah Chen,2020-07-21
ACC-06380,Jessica Davis,Unknown,Residential,Individual,Unknown,Wellington,Basic,9,388.2,Sarah Chen,2023-01-14
ACC-06381,Jessica Lopez,Unknown,Residential,Small Business,Unknown,Wellington,Free,1,0.0,Unassigned,2022-12-18
ACC-06382,Elizabeth Lopez,Ridge Plumbing,Business,Small Business,Agriculture,Hawke's Bay,Premium,44,156.35,Lisa Hartley,2022-01-30
ACC-06383,Linda Brown,Sterling Tech,Business,Small Business,Trades,Auckland,Free,49,0.0,Unassigned,2022-01-01
ACC-06384,Joseph Moore,Summit Systems,Business,Corporate,Trades,Waikato,Premium,13,289.0,Rob Thompson,2020-03-02
ACC-06386,Robert Martin,Ridge Legal,Business,Corporate,Education,Otago,Enterprise,4,661.44,Lisa Hartley,2018-09-09
ACC-06387,John Davis,Northern Logistics,Business,Corporate,Professional Services,Auckland,Basic,3,49.63,Unassigned,2022-04-25
ACC-06388,Jennifer Wilson,Central Enterprises,Business,Individual,Retail,Auckland,Basic,22,92.54,Unassigned,2021-04-03
ACC-06389,Thomas Jones,Valley Tech,Business,Corporate,Property Management,Northland,Free,34,0.0,Unassigned,2023-04-01
ACC-06390,Patricia Jones,Central Partners,Business,Small Business,Hospitality,Auckland,Basic,10,537.19,Mike Patterson,2022-02-05
ACC-06393,Michael Martin,Unknown,Residential,Corporate,Unknown,Otago,Enterprise,37,45.01,Unassigned,2020-11-05
ACC-06394,James Hernandez,Unknown,Residential,Corporate,Unknown,Waikato,Enterprise,7,109.17,Unassigned,2021-09-17
ACC-06395,Jessica Martinez,Unknown,Residential,Corporate,Unknown,Hawke's Bay,Basic,16,361.5,Rob Thompson,2022-01-20
ACC-06396,Thomas Martinez,Unknown,Residential,Individual,Unknown,Canterbury,Free,1,0.0,Unassigned,2020-03-28
ACC-06397,Michael Moore,Pacific Construction,Business,Small Business,Trades,Wellington,Enterprise,9,779.66,Rob Thompson,2022-12-13
ACC-06398,Jennifer Rodriguez,Alpha Dental,Business,Corporate,Healthcare,Bay of Plenty,Free,4,0.0,Unassigned,2020-04-30
ACC-06400,Barbara Jackson,Gateway Dental,Business,Small Business,Construction,Waikato,Enterprise,6,912.97,Lisa Hartley,2018-07-10
ACC-06401,Thomas Smith,Unknown,Residential,Individual,Unknown,Wellington,Basic,20,40.63,Unassigned,2018-07-11
ACC-06402,Barbara Hernandez,Unknown,Residential,Corporate,Unknown,Auckland,Basic,2,42.41,Unassigned,2023-04-19
ACC-06403,Elizabeth Garcia,Gateway Tech,Business,Corporate,Professional Services,Wellington,Basic,3,81.86,Unassigned,2023-06-17
ACC-06404,Barbara Davis,Pioneer Engineering,Business,Small Business,Hospitality,Waikato,Premium,12,548.13,Sarah Chen,2023-06-16
ACC-06406,Barbara Wilson,Central Solutions,Business,Individual,Healthcare,Canterbury,Premium,8,90.41,Unassigned,2023-02-11
ACC-06410,James Brown,Gateway Enterprises,Business,Corporate,Healthcare,Auckland,Free,24,0.0,Unassigned,2018-10-13
ACC-06413,Patricia Johnson,Coastal Construction,Business,Corporate,Professional Services,Southland,Basic,5,0.0,Unassigned,2023-04-22
ACC-06414,Charles Anderson,Summit Solutions,Business,Corporate,Retail,Auckland,Basic,5,86.82,Unassigned,2022-08-03
ACC-06416,Patricia Rodriguez,Pacific Enterprises,Business,Small Business,Retail,Wellington,Basic,27,90.15,Unassigned,2018-08-27
ACC-06418,Charles Gonzalez,Highland Ltd,Business,Individual,Healthcare,Auckland,Free,2,227.12,Rob Thompson,2023-01-20
ACC-06419,Mary Lopez,Unknown,Residential,Individual,Unknown,Waikato,Free,54,0.0,Unassigned,2020-03-15
ACC-06420,John Martin,Central Systems,Business,Small Business,Construction,Wellington,Free,9,261.34,Lisa Hartley,2018-05-16
ACC-06421,Barbara Moore,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,13,40.82,Unassigned,2023-07-06
ACC-06424,Sarah Lopez,Peak Enterprises,Business,Corporate,Professional Services,Wellington,Premium,18,174.57,Unassigned,2022-03-25
ACC-06426,Michael Gonzalez,Valley Consulting,Business,Corporate,Construction,Auckland,Premium,37,279.47,Sarah Chen,2018-05-19
ACC-06427,Mary Brown,Kiwi Logistics,Business,Small Business,Retail,Auckland,Basic,33,103.32,Unassigned,2020-03-23
ACC-06428,John Smith,Pacific Enterprises,Business,Small Business,Healthcare,Canterbury,Basic,19,715.97,Lisa Hartley,2023-02-27
ACC-06430,John Taylor,Summit Legal,Business,Individual,Trades,Bay of Plenty,Enterprise,5,0.0,Unassigned,2019-08-15
ACC-06431,John Miller,Central Services,Business,Individual,Professional Services,Hawke's Bay,Basic,2,0.0,Unassigned,2019-11-01
ACC-06432,Charles Martin,Central Services,Business,Individual,Trades,Canterbury,Basic,24,0.0,Unassigned,2021-08-24
ACC-06433,Barbara Rodriguez,Gateway Group,Business,Corporate,Trades,Auckland,Premium,5,297.2,Sarah Chen,2018-12-19
ACC-06434,Robert Rodriguez,Ridge Group,Business,Corporate,Hospitality,Manawatu-Whanganui,Free,28,0.0,Unassigned,2021-01-02
ACC-06435,James Rodriguez,Peak Transport,Business,Corporate,Trades,Auckland,Enterprise,13,0.0,Unassigned,2021-01-07
ACC-06436,Barbara Anderson,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,9,40.31,Unassigned,2023-03-02
ACC-06437,Linda Wilson,Peak Industries,Business,Corporate,Professional Services,Bay of Plenty,Enterprise,12,468.55,Mike Patterson,2018-05-12
ACC-06439,John Miller,Kiwi Industries,Business,Small Business,Professional Services,Canterbury,Basic,45,57.33,Unassigned,2021-11-08
ACC-06445,James Martin,Valley Legal,Business,Corporate,Retail,Northland,Basic,6,107.62,Mike Patterson,2022-07-12
ACC-06446,Karen Martin,Central Construction,Business,Corporate,Manufacturing,Hawke's Bay,Premium,56,343.24,Mike Patterson,2019-04-02
ACC-06447,Mary Jones,Northern Tech,Business,Small Business,Professional Services,Wellington,Basic,9,71.68,Unassigned,2022-09-21
ACC-06450,Robert Miller,Metro Group,Residential,Individual,Unknown,Canterbury,Premium,55,97.72,Unassigned,2021-09-15
ACC-06451,Barbara Johnson,Frontier Consulting,Business,Small Business,Trades,Auckland,Enterprise,4,170.35,Unassigned,2023-09-24
ACC-06452,Sarah Thomas,Island Industries,Business,Small Business,Healthcare,Auckland,Premium,24,0.0,Unassigned,2020-07-29
ACC-06453,James Hernandez,Southern Electrical,Business,Small Business,Construction,Hawke's Bay,Basic,3,60.95,Unassigned,2021-06-08
ACC-06455,Elizabeth Johnson,Unknown,Residential,Individual,Unknown,Canterbury,Free,13,96.78,Unassigned,2020-01-17
ACC-06457,Robert Williams,Sterling Legal,Business,Corporate,Professional Services,Manawatu-Whanganui,Basic,41,120.31,Unassigned,2018-10-10
ACC-06458,John Lopez,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,19,0.0,Unassigned,2020-07-01
ACC-06459,Karen Hernandez,Alpha Enterprises,Business,Small Business,Construction,Wellington,Basic,31,105.01,Unassigned,2021-07-29
ACC-06462,James Garcia,Pioneer Dental,Business,Small Business,Transport & Logistics,Canterbury,Basic,22,82.37,Unassigned,2018-07-25
ACC-06463,Barbara Lopez,Pacific Systems,Business,Corporate,Trades,Waikato,Basic,9,197.1,Lisa Hartley,2020-07-22
ACC-06464,Sarah Brown,Highland Medical,Business,Corporate,Construction,Otago,Basic,27,85.86,Unassigned,2019-09-06
ACC-06465,Karen Smith,Central Transport,Business,Individual,Professional Services,Otago,Basic,14,51.81,Unassigned,2018-05-14
ACC-06467,Barbara Brown,Highland Group,Business,Small Business,Agriculture,Manawatu-Whanganui,Free,49,0.0,Unassigned,2022-06-11
ACC-06468,William Hernandez,Summit Group,Business,Small Business,Construction,Canterbury,Basic,60,114.02,Unassigned,2022-05-19
ACC-06469,Robert Martin,Peak Ltd,Business,Small Business,Trades,Auckland,Basic,45,186.55,Lisa Hartley,2022-05-05
ACC-06470,James Smith,Unknown,Residential,Individual,Unknown,Auckland,Premium,10,404.27,Lisa Hartley,2018-02-23
ACC-06471,Elizabeth Garcia,Island Group,Business,Corporate,Hospitality,Otago,Enterprise,25,275.29,Sarah Chen,2023-12-16
ACC-06472,Jennifer Williams,Ridge Medical,Business,Individual,Healthcare,Manawatu-Whanganui,Premium,10,239.28,Mike Patterson,2021-02-05
ACC-06473,Susan Wilson,Ridge Plumbing,Business,Small Business,Trades,Bay of Plenty,Enterprise,24,695.23,Sarah Chen,2023-05-08
ACC-06474,David Brown,Unknown,Residential,Small Business,Unknown,Manawatu-Whanganui,Enterprise,16,315.36,Sarah Chen,2018-05-30
ACC-06475,Michael Smith,Unknown,Residential,Individual,Unknown,Manawatu-Whanganui,Enterprise,30,0.0,Unassigned,2021-07-09
ACC-06476,Charles Anderson,Harbour Logistics,Business,Individual,Hospitality,Wellington,Premium,5,164.09,Unassigned,2021-06-20
ACC-06477,William Brown,Pacific Transport,Business,Small Business,Transport & Logistics,Canterbury,Basic,9,65.55,Unassigned,2022-03-13
ACC-06479,Jennifer Taylor,Unknown,Residential,Individual,Unknown,Auckland,Basic,12,40.88,Unassigned,2021-08-03
ACC-06483,Richard Williams,Unknown,Residential,Individual,Unknown,Southland,Basic,11,39.79,Unassigned,2021-04-13
ACC-06484,Karen Jackson,Unknown,Residential,Small Business,Unknown,Wellington,Basic,59,50.17,Unassigned,2019-01-13
ACC-06485,Karen Thomas,Peak Tech,Business,Small Business,Construction,Nelson-Marlborough,Premium,40,191.48,Sarah Chen,2022-06-07
ACC-06487,Mary Thomas,Apex Legal,Business,Corporate,Construction,Otago,Free,3,806.01,Mike Patterson,2018-11-10
ACC-06488,Joseph Williams,Apex Partners,Business,Small Business,Retail,Auckland,Basic,2,101.26,Unassigned,2021-12-09
ACC-06490,Jessica Wilson,Summit Engineering,Business,Corporate,Retail,Waikato,Basic,26,83.61,Unassigned,2018-01-29
ACC-06491,John Martinez,Frontier Systems,Business,Corporate,Hospitality,Wellington,Basic,8,221.46,Rob Thompson,2020-04-03
ACC-06492,William Taylor,Pacific Electrical,Business,Small Business,Trades,Canterbury,Free,1,0.0,Unassigned,2023-06-05
ACC-06493,Patricia Martinez,Alpha Partners,Business,Corporate,Trades,Canterbury,Free,18,0.0,Unassigned,2018-10-12
ACC-06495,Jennifer Smith,Gateway Dental,Business,Individual,Construction,Canterbury,Basic,55,275.26,Sarah Chen,2020-11-10
ACC-06496,Barbara Jackson,Valley Solutions,Business,Corporate,Trades,Manawatu-Whanganui,Enterprise,46,589.89,Lisa Hartley,2023-11-26
ACC-06498,Robert Johnson,Sterling Partners,Business,Small Business,Hospitality,Waikato,Basic,26,50.72,Unassigned,2018-10-16
ACC-06499,Elizabeth Johnson,Peak Plumbing,Business,Corporate,Retail,Otago,Basic,23,102.09,Lisa Hartley,2020-04-15
ACC-06501,Patricia Williams,Unknown,Residential,Small Business,Unknown,Otago,Enterprise,60,381.23,Mike Patterson,2022-02-09
ACC-06502,Linda Taylor,Island Consulting,Business,Small Business,Professional Services,Auckland,Enterprise,51,886.08,Mike Patterson,2021-11-29
ACC-06503,Jessica Brown,Unknown,Residential,Small Business,Unknown,Waikato,Free,20,0.0,Unassigned,2022-05-30
ACC-06504,David Smith,Unknown,Residential,Individual,Unknown,Auckland,Basic,51,37.98,Unassigned,2023-08-21
ACC-06505,William Smith,Alpha Group,Business,Corporate,Trades,Auckland,Basic,29,99.71,Unassigned,2021-08-23
ACC-06506,James Moore,Unknown,Residential,Corporate,Unknown,Wellington,Enterprise,2,123.57,Unassigned,2023-01-28
ACC-06507,Charles Moore,Unknown,Residential,Small Business,Unknown,Nelson-Marlborough,Basic,30,59.13,Unassigned,2018-06-05
ACC-06508,Barbara Brown,Sterling Transport,Business,Individual,Construction,Auckland,Basic,31,74.62,Unassigned,2018-05-24
ACC-06509,Barbara Smith,Sterling Electrical,Business,Corporate,Transport & Logistics,Southland,Free,11,570.1,Sarah Chen,2023-01-22
ACC-06510,David Johnson,Island Engineering,Business,Corporate,Construction,Auckland,Basic,8,187.29,Unassigned,2018-01-06
